mr,mrLabel,country,countryLabel,coord,highPoint,highPointLabel,elevation,length,partOf,partOfLabel
http://www.wikidata.org/entity/Q135767366,Q135767366,http://www.wikidata.org/entity/Q232,Казахстан,Point(66.616666666 49.8),,,373,,,
http://www.wikidata.org/entity/Q13582280,Gergovie plateau,http://www.wikidata.org/entity/Q142,Франция,Point(3.11805556 45.72027778),,,,,,
http://www.wikidata.org/entity/Q13582280,Gergovie plateau,http://www.wikidata.org/entity/Q142,Франция,Point(3.11856 45.72078),,,,,,
http://www.wikidata.org/entity/Q1358366,Лакмос,http://www.wikidata.org/entity/Q41,Греция,Point(21.116666666 39.683333333),,,2295,,,
http://www.wikidata.org/entity/Q135917939,Ramapo Mountains,,,,,,,,,
http://www.wikidata.org/entity/Q135984376,The Central Mountain,http://www.wikidata.org/entity/Q801,Израиль,Point(35.102382678 31.567723688),http://www.wikidata.org/entity/Q6922335,Mount Nabi Yunis,1026,,,
http://www.wikidata.org/entity/Q1360486,Грейт-Смоки-Маунтинс (хребет),http://www.wikidata.org/entity/Q30,США,Point(-83.4986 35.5628),http://www.wikidata.org/entity/Q685166,Клингманс-Доум,2025,,,
http://www.wikidata.org/entity/Q136088124,serra dos Campos dos Paraju,http://www.wikidata.org/entity/Q155,Бразилия,,,,,,,
http://www.wikidata.org/entity/Q136094321,Q136094321,http://www.wikidata.org/entity/Q230,Грузия,Point(42.6 42.433333333),,,,25,,
http://www.wikidata.org/entity/Q1361283,Эронго (горы),http://www.wikidata.org/entity/Q1030,Намибия,Point(15.527997 -21.727667),http://www.wikidata.org/entity/Q1623810,Q1623810,,,,
http://www.wikidata.org/entity/Q136140686,Орта-Сырт (Судак),http://www.wikidata.org/entity/Q159,Россия,Point(34.8649497 44.9040109),,,782,6,,
http://www.wikidata.org/entity/Q136140686,Орта-Сырт (Судак),http://www.wikidata.org/entity/Q212,Украина,Point(34.8649497 44.9040109),,,782,6,,
http://www.wikidata.org/entity/Q136142253,Yeruham Ridge,http://www.wikidata.org/entity/Q801,Израиль,Point(34.941286 31.0297415),,,657,,,
http://www.wikidata.org/entity/Q136160314,Q136160314,http://www.wikidata.org/entity/Q801,Израиль,Point(35.068471028 30.719967541),,,,,,
http://www.wikidata.org/entity/Q136301693,Karpaty Cedyńskie,http://www.wikidata.org/entity/Q36,Польша,Point(14.18 52.86),,,,,,
http://www.wikidata.org/entity/Q13632272,Chonta mountain range,http://www.wikidata.org/entity/Q419,Перу,Point(-75.2521887 -12.9),,,4678,50,,
http://www.wikidata.org/entity/Q136329948,Bindanini Hills,http://www.wikidata.org/entity/Q408,Австралия,Point(135.9638 -16.2419),,,,,,
http://www.wikidata.org/entity/Q13635458,Grapevine Mountains,http://www.wikidata.org/entity/Q30,США,Point(-117.14923 36.96522),http://www.wikidata.org/entity/Q19253863,Grapevine Peak,2664,,,
http://www.wikidata.org/entity/Q13635458,Grapevine Mountains,http://www.wikidata.org/entity/Q30,США,Point(-117.149 36.9652),http://www.wikidata.org/entity/Q19253863,Grapevine Peak,2664,,,
http://www.wikidata.org/entity/Q13635458,Grapevine Mountains,http://www.wikidata.org/entity/Q30,США,Point(-117.14923 36.96522),http://www.wikidata.org/entity/Q19253863,Grapevine Peak,8740,,,
http://www.wikidata.org/entity/Q13635458,Grapevine Mountains,http://www.wikidata.org/entity/Q30,США,Point(-117.149 36.9652),http://www.wikidata.org/entity/Q19253863,Grapevine Peak,8740,,,
http://www.wikidata.org/entity/Q136362834,Mana Range,http://www.wikidata.org/entity/Q408,Австралия,Point(129.69963 -18.897214),,,,,,
http://www.wikidata.org/entity/Q1363703,Эримантос,http://www.wikidata.org/entity/Q41,Греция,Point(21.838333333 37.971388888),,,2224,,,
http://www.wikidata.org/entity/Q13637837,Freispitz Group,http://www.wikidata.org/entity/Q40,Австрия,,,,,,,
http://www.wikidata.org/entity/Q136388080,Q136388080,http://www.wikidata.org/entity/Q39,Швейцария,Point(9.8647 46.975053),,,,,,
http://www.wikidata.org/entity/Q136388080,Q136388080,http://www.wikidata.org/entity/Q40,Австрия,Point(9.8647 46.975053),,,,,,
http://www.wikidata.org/entity/Q13639872,Jones Mountains,,,Point(-94.0 -73.5333),,,,,,
http://www.wikidata.org/entity/Q136398934,Amarata Range,http://www.wikidata.org/entity/Q408,Австралия,Point(134.8728 -23.5081),,,,,,
http://www.wikidata.org/entity/Q136402717,Charlotte Range,http://www.wikidata.org/entity/Q408,Австралия,Point(133.828763 -24.786307),,,,,,
http://www.wikidata.org/entity/Q136405589,Q136405589,http://www.wikidata.org/entity/Q39,Швейцария,Point(9.839361 47.012611),,,,,,
http://www.wikidata.org/entity/Q136405589,Q136405589,http://www.wikidata.org/entity/Q40,Австрия,Point(9.839361 47.012611),,,,,,
http://www.wikidata.org/entity/Q136417811,Deep Well Range,http://www.wikidata.org/entity/Q408,Австралия,Point(134.2333 -24.2833),,,,,,
http://www.wikidata.org/entity/Q136432392,Q136432392,http://www.wikidata.org/entity/Q801,Израиль,Point(35.127776496 31.377810551),,,911,,,
http://www.wikidata.org/entity/Q1364338,Мугоджары,http://www.wikidata.org/entity/Q232,Казахстан,Point(58.54639 48.64389),http://www.wikidata.org/entity/Q4090618,Боктыбай,657,200,http://www.wikidata.org/entity/Q1322976,Урал
http://www.wikidata.org/entity/Q1364338,Мугоджары,http://www.wikidata.org/entity/Q232,Казахстан,Point(58.655277777 48.936944444),http://www.wikidata.org/entity/Q4090618,Боктыбай,657,200,http://www.wikidata.org/entity/Q1322976,Урал
http://www.wikidata.org/entity/Q136433962,Curdie Range,http://www.wikidata.org/entity/Q408,Австралия,Point(129.4167 -25.05),,,,,,
http://www.wikidata.org/entity/Q136434811,Oliffe Range,http://www.wikidata.org/entity/Q408,Австралия,Point(133.924373 -24.497628),,,,,,
http://www.wikidata.org/entity/Q136439142,White Range,http://www.wikidata.org/entity/Q408,Австралия,Point(134.75 -23.4667),,,,,,
http://www.wikidata.org/entity/Q136439346,Ilyaralona Range,http://www.wikidata.org/entity/Q408,Австралия,Point(129.3667 -24.8667),,,,,,
http://www.wikidata.org/entity/Q136449403,Tanami Range,http://www.wikidata.org/entity/Q408,Австралия,Point(129.6333 -19.9667),,,,,,
http://www.wikidata.org/entity/Q136462926,Армутлук (хребет),http://www.wikidata.org/entity/Q159,Россия,Point(35.0343164 44.911998),,,,,,
http://www.wikidata.org/entity/Q136462926,Армутлук (хребет),http://www.wikidata.org/entity/Q212,Украина,Point(35.0343164 44.911998),,,,,,
http://www.wikidata.org/entity/Q136465881,Allambarinja Range,http://www.wikidata.org/entity/Q408,Австралия,Point(134.501904 -24.17598),,,,,,
http://www.wikidata.org/entity/Q136471220,Токлук-Сырт (хребет),http://www.wikidata.org/entity/Q159,Россия,Point(35.0660174 44.8808603),,,499,7,,
http://www.wikidata.org/entity/Q136471220,Токлук-Сырт (хребет),http://www.wikidata.org/entity/Q212,Украина,Point(35.0660174 44.8808603),,,499,7,,
http://www.wikidata.org/entity/Q136471793,Gudjabinyi Range,http://www.wikidata.org/entity/Q408,Австралия,Point(137.8533 -17.2053),,,,,,
http://www.wikidata.org/entity/Q13647574,Матьюс (хребет),http://www.wikidata.org/entity/Q114,Кения,Point(37.25 1.25),,,2688,150,,
http://www.wikidata.org/entity/Q136502774,Rock Candy Range,http://www.wikidata.org/entity/Q408,Австралия,Point(130.881846 -13.850298),,,,,,
http://www.wikidata.org/entity/Q136503039,Pinyinna Range,http://www.wikidata.org/entity/Q408,Австралия,Point(129.8833 -24.6333),,,,,,
http://www.wikidata.org/entity/Q136503191,Namga Range,http://www.wikidata.org/entity/Q408,Австралия,Point(132.603554 -21.806445),,,,,,
http://www.wikidata.org/entity/Q136511493,Bald Hills,http://www.wikidata.org/entity/Q408,Австралия,Point(136.0167 -16.4),,,,,,
http://www.wikidata.org/entity/Q13651369,Mvurwi Range,http://www.wikidata.org/entity/Q954,Зимбабве,Point(30.89749 -16.63443),,,,,,
http://www.wikidata.org/entity/Q1365195,Моравско-Силезские Бескиды,http://www.wikidata.org/entity/Q213,Чехия,Point(18.448611 49.546111),http://www.wikidata.org/entity/Q1573557,Лыса Гора,,,http://www.wikidata.org/entity/Q29653214,Западные Бескиды
http://www.wikidata.org/entity/Q136531176,Pillar Range,http://www.wikidata.org/entity/Q408,Австралия,Point(134.636666 -24.689063),,,,,,
http://www.wikidata.org/entity/Q136531316,Enbra Hills,http://www.wikidata.org/entity/Q408,Австралия,Point(133.8523 -23.1912),,,,,,
http://www.wikidata.org/entity/Q136536629,Sadadeen Range,http://www.wikidata.org/entity/Q408,Австралия,Point(133.8894 -23.7078),,,,,,
http://www.wikidata.org/entity/Q136536998,Wabudali Range,http://www.wikidata.org/entity/Q408,Австралия,Point(130.70759 -21.98853),,,,,,
http://www.wikidata.org/entity/Q136540610,Сололакский хребет,http://www.wikidata.org/entity/Q230,Грузия,Point(44.796 41.687),,,,,,
http://www.wikidata.org/entity/Q136543512,Costello Range,http://www.wikidata.org/entity/Q408,Австралия,Point(135.4376 -15.4874),,,,,,
http://www.wikidata.org/entity/Q136555840,Bau Range,http://www.wikidata.org/entity/Q408,Австралия,Point(132.491352 -21.580326),,,,,,
http://www.wikidata.org/entity/Q136559823,Anmatjira Range,http://www.wikidata.org/entity/Q408,Австралия,Point(132.95 -22.2167),,,,,,
http://www.wikidata.org/entity/Q136590912,Ayers Lookout,http://www.wikidata.org/entity/Q408,Австралия,Point(132.6 -24.5167),,,,,,
http://www.wikidata.org/entity/Q136652137,Mingabarri Range,http://www.wikidata.org/entity/Q408,Австралия,Point(136.9272 -18.0519),,,,,,
http://www.wikidata.org/entity/Q1366819,Эскамбрай,http://www.wikidata.org/entity/Q241,Куба,Point(-80.1325 21.984722222),,,1140,80,,
http://www.wikidata.org/entity/Q1366878,Макгилликаддис Рикс,http://www.wikidata.org/entity/Q27,Ирландия,Point(-9.7 52.01),http://www.wikidata.org/entity/Q503368,Карантуилл,1038.6,19,,
http://www.wikidata.org/entity/Q136694912,Serra da Misericórdia,http://www.wikidata.org/entity/Q155,Бразилия,Point(-43.27843 -22.854406),,,,,,
http://www.wikidata.org/entity/Q136699526,Utnalanama Range,http://www.wikidata.org/entity/Q408,Австралия,Point(134.1167 -23.2333),,,,,,
http://www.wikidata.org/entity/Q1367141,Sierra Blanca,http://www.wikidata.org/entity/Q30,США,Point(-105.809 33.3743),http://www.wikidata.org/entity/Q49073646,Sierra Blanca Peak,11922,,,
http://www.wikidata.org/entity/Q136724885,Liragi Hills,http://www.wikidata.org/entity/Q408,Австралия,Point(137.8939 -17.7035),,,,,,
http://www.wikidata.org/entity/Q136761834,Q136761834,http://www.wikidata.org/entity/Q232,Казахстан,Point(79.25 48.533333333),,,1077,2,,
http://www.wikidata.org/entity/Q1367704,Esjufjöll,http://www.wikidata.org/entity/Q189,Исландия,Point(-16.538055555 64.254444444),,,1760,,,
http://www.wikidata.org/entity/Q136808056,Yakkula Hills,http://www.wikidata.org/entity/Q408,Австралия,Point(134.1103 -19.6211),,,,,,
http://www.wikidata.org/entity/Q136813270,Ipa-Aripichi Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.4123003 4.9190825),,,,83,http://www.wikidata.org/entity/Q136824477,Alto Caroní Mountains
http://www.wikidata.org/entity/Q136813619,Adimori Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.9235078 5.4757116),,,,123,http://www.wikidata.org/entity/Q136824477,Alto Caroní Mountains
http://www.wikidata.org/entity/Q136813645,Senkopirén Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.8388788 5.844521),,,,134,http://www.wikidata.org/entity/Q136824477,Alto Caroní Mountains
http://www.wikidata.org/entity/Q136813663,Antabare Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.7483273 6.3611079),,,,43,,
http://www.wikidata.org/entity/Q136813717,Kapín Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.5571825 6.2593324),,,,64,,
http://www.wikidata.org/entity/Q136815333,Parapapoy Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.6331426 6.6154155),,,,26,,
http://www.wikidata.org/entity/Q136815371,Alto Supamo Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.6664877 6.5321529),,,,47,,
http://www.wikidata.org/entity/Q136815391,Tumilora Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.5534059 6.560932),,,,45,,
http://www.wikidata.org/entity/Q136815502,Kumisal Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.2774172 6.6137956),,,,35,,
http://www.wikidata.org/entity/Q136815502,Kumisal Range,http://www.wikidata.org/entity/Q734,Гайана,Point(-62.2774172 6.6137956),,,,35,,
http://www.wikidata.org/entity/Q136815556,La Mayuta Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-63.0762865 6.6151598),,,,32,http://www.wikidata.org/entity/Q136824477,Alto Caroní Mountains
http://www.wikidata.org/entity/Q136815578,Warenta Mountains,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.8469469 6.6700637),,,,45,,
http://www.wikidata.org/entity/Q136817618,Los Matacanes Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.2947122 6.3953131),,,,35,,
http://www.wikidata.org/entity/Q136817642,Los Alicientes Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.2275067 6.4469148),,,,22,,
http://www.wikidata.org/entity/Q136817664,Las Atalayas Mountains,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.0176507 6.3079619),,,,60,,
http://www.wikidata.org/entity/Q136817688,Verdún Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.8829394 6.5179547),,,,42,,
http://www.wikidata.org/entity/Q136817719,Garibán Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.9614744 6.4196859),,,,13,,
http://www.wikidata.org/entity/Q136817745,Konabaya Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.9365407 6.177249),,,,24,,
http://www.wikidata.org/entity/Q136817784,Akatabamán Mountains,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.0193673 6.0561913),,,,50,,
http://www.wikidata.org/entity/Q136818118,Garrote Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.6115 6.1547209),,,,22,,
http://www.wikidata.org/entity/Q136818168,Machetal Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.7271996 6.2004162),,,,20,,
http://www.wikidata.org/entity/Q136818200,Bandidal Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.6801644 6.3450709),,,,27,,
http://www.wikidata.org/entity/Q136818228,Diamantal Mountains,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.5554095 6.4052073),,,,60,,
http://www.wikidata.org/entity/Q136818261,Sororopán Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.6998625 5.7590872),,,,42,,
http://www.wikidata.org/entity/Q136818298,Aponwao Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.4552451 5.5731468),,,,58,,
http://www.wikidata.org/entity/Q136818329,Taukén Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.4057637 5.5101426),,,,43,,
http://www.wikidata.org/entity/Q136818360,Mekerupó Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.1411477 5.2978869),,,,40,,
http://www.wikidata.org/entity/Q136818415,Kamoirán Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.2466336 5.5315861),,,,46,,
http://www.wikidata.org/entity/Q136818459,Surupay Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.4131451 5.8249675),,,,12,,
http://www.wikidata.org/entity/Q136818498,Turupán Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-61.8463327 5.9133367),,,,31,,
http://www.wikidata.org/entity/Q136820698,Wulbu Hills,http://www.wikidata.org/entity/Q408,Австралия,Point(136.2561 -16.07),,,,,,
http://www.wikidata.org/entity/Q136824077,Petermann Hills,http://www.wikidata.org/entity/Q408,Австралия,Point(132.1667 -24.3833),,,,,,
http://www.wikidata.org/entity/Q136824384,Apawaray Range,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.4660302 6.2285313),,,,37,,
http://www.wikidata.org/entity/Q136824477,Alto Caroní Mountains,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.8258325 5.4147052),,,,350,,
http://www.wikidata.org/entity/Q136824535,El Zamuro Mountains,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-62.5657668 4.6722437),,,,197,,
http://www.wikidata.org/entity/Q136824659,Guyanese Imataka Mountains,http://www.wikidata.org/entity/Q717,Венесуэла,Point(-60.6555183 7.6722057),,,,240,,
