mr,mrLabel,country,countryLabel,coord,highPoint,highPointLabel,elevation,length,partOf,partOfLabel
http://www.wikidata.org/entity/Q28825507,Q28825507,http://www.wikidata.org/entity/Q148,Китай,Point(119.75 40.616944444),,,,,,
http://www.wikidata.org/entity/Q2882563,Crocker Range,http://www.wikidata.org/entity/Q833,Малайзия,Point(116.5 5.75),http://www.wikidata.org/entity/Q60967,Кинабалу,4095,,,
http://www.wikidata.org/entity/Q28825702,Q28825702,http://www.wikidata.org/entity/Q148,Китай,Point(118.481944444 24.835555555),,,,,,
http://www.wikidata.org/entity/Q28825727,Jiaolongzhai Shan,http://www.wikidata.org/entity/Q148,Китай,Point(117.898611111 24.304166666),,,,,,
http://www.wikidata.org/entity/Q28825750,Jilin Hada Ling,http://www.wikidata.org/entity/Q148,Китай,Point(125.800277777 42.999166666),,,,,,
http://www.wikidata.org/entity/Q28825853,Karatax Shan,http://www.wikidata.org/entity/Q148,Китай,Point(80.840833333 35.926111111),,,,,,
http://www.wikidata.org/entity/Q28826143,Q28826143,http://www.wikidata.org/entity/Q148,Китай,Point(118.481388888 24.828055555),,,,,,
http://www.wikidata.org/entity/Q28826795,Q28826795,http://www.wikidata.org/entity/Q148,Китай,Point(121.81834 37.22163),,,,,,
http://www.wikidata.org/entity/Q28827070,Ul Shan,http://www.wikidata.org/entity/Q148,Китай,Point(109.15944 40.7125),,,,,,
http://www.wikidata.org/entity/Q28827219,Q28827219,http://www.wikidata.org/entity/Q148,Китай,Point(117.64651 24.29847),,,,,,
http://www.wikidata.org/entity/Q28827509,Q28827509,http://www.wikidata.org/entity/Q148,Китай,Point(99.62111 35.65156),,,,,,
http://www.wikidata.org/entity/Q28827580,Q28827580,http://www.wikidata.org/entity/Q148,Китай,Point(101.59101 35.57148),,,,,,
http://www.wikidata.org/entity/Q28827724,Zhaizai Shan,http://www.wikidata.org/entity/Q148,Китай,Point(118.02206 24.31003),,,,,,
http://www.wikidata.org/entity/Q28827851,Q28827851,http://www.wikidata.org/entity/Q148,Китай,Point(117.73258 24.29775),,,,,,
http://www.wikidata.org/entity/Q28830943,Mount Ogyainbaimala,http://www.wikidata.org/entity/Q148,Китай,Point(97.701 28.401),,,,,,
http://www.wikidata.org/entity/Q28831731,Q28831731,http://www.wikidata.org/entity/Q148,Китай,Point(121.316111111 29.558055555),,,,,,
http://www.wikidata.org/entity/Q28831926,Q28831926,http://www.wikidata.org/entity/Q148,Китай,Point(109.090277777 19.336111111),,,,,,
http://www.wikidata.org/entity/Q28831956,Goulou Shan,http://www.wikidata.org/entity/Q148,Китай,Point(111.0 23.1),,,,,,
http://www.wikidata.org/entity/Q28832018,Q28832018,http://www.wikidata.org/entity/Q148,Китай,Point(113.6 39.5),,,,,,
http://www.wikidata.org/entity/Q28832035,Hetaocha,http://www.wikidata.org/entity/Q148,Китай,Point(107.9375 34.091111111),,,,,,
http://www.wikidata.org/entity/Q28832146,Jige Lama Shan,http://www.wikidata.org/entity/Q148,Китай,Point(101.458055555 35.400555555),,,,,,
http://www.wikidata.org/entity/Q28832220,King-tse Shan,http://www.wikidata.org/entity/Q148,Китай,Point(116.56425 29.93366),,,,,,
http://www.wikidata.org/entity/Q28832270,Q28832270,http://www.wikidata.org/entity/Q148,Китай,Point(102.948055555 25.564166666),,,,,,
http://www.wikidata.org/entity/Q28832327,Louzhai Shan,http://www.wikidata.org/entity/Q148,Китай,Point(117.578333333 24.313611111),,,,,,
http://www.wikidata.org/entity/Q28832341,Q28832341,http://www.wikidata.org/entity/Q148,Китай,Point(122.00471 37.15418),,,,,,
http://www.wikidata.org/entity/Q28832439,Q28832439,http://www.wikidata.org/entity/Q148,Китай,Point(119.7 41.7),,,,,,
http://www.wikidata.org/entity/Q28832518,Qinling Shandi,http://www.wikidata.org/entity/Q148,Китай,Point(108.6 33.5),,,,,,
http://www.wikidata.org/entity/Q28832546,Sanchi Shan,http://www.wikidata.org/entity/Q148,Китай,Point(121.2715 37.3526),,,,,,
http://www.wikidata.org/entity/Q28832666,Q28832666,http://www.wikidata.org/entity/Q148,Китай,Point(121.16667 29.8),,,,,,
http://www.wikidata.org/entity/Q28832763,Wanyang Shan,http://www.wikidata.org/entity/Q148,Китай,Point(114.0 26.5),,,,,,
http://www.wikidata.org/entity/Q28832793,Wuqin Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(115.16278 23.33389),,,,,,
http://www.wikidata.org/entity/Q28832806,Xiaderi Shan,http://www.wikidata.org/entity/Q148,Китай,Point(101.55003 35.2551),,,,,,
http://www.wikidata.org/entity/Q28832816,Xianglushi,http://www.wikidata.org/entity/Q148,Китай,Point(121.74331 37.1187),,,,,,
http://www.wikidata.org/entity/Q28833023,Zhuguang Shan,http://www.wikidata.org/entity/Q148,Китай,Point(114.0 25.83333),,,,,,
http://www.wikidata.org/entity/Q28833036,Zoulang Nanshan,http://www.wikidata.org/entity/Q148,Китай,Point(99.2 38.8),,,,,,
http://www.wikidata.org/entity/Q28835161,Bangma Shan,http://www.wikidata.org/entity/Q148,Китай,Point(99.8 23.533333333),,,,,,
http://www.wikidata.org/entity/Q28835182,Chencang Ling,http://www.wikidata.org/entity/Q148,Китай,Point(117.9075 24.269166666),,,,,,
http://www.wikidata.org/entity/Q28835263,Gamari Gang,http://www.wikidata.org/entity/Q148,Китай,Point(101.643333333 35.518333333),,,,,,
http://www.wikidata.org/entity/Q28835282,Guanmian Shan,http://www.wikidata.org/entity/Q148,Китай,Point(108.697777777 31.63),,,,,,
http://www.wikidata.org/entity/Q28835387,Liuwan Dashan,http://www.wikidata.org/entity/Q148,Китай,Point(109.6 22.333333333),,,,,,
http://www.wikidata.org/entity/Q28835456,Qilaotu Shan,http://www.wikidata.org/entity/Q148,Китай,Point(118.5 41.0),,,,,,
http://www.wikidata.org/entity/Q28835462,Qingshuilang Shan,http://www.wikidata.org/entity/Q148,Китай,Point(99.6 26.0),,,,,,
http://www.wikidata.org/entity/Q28835524,Q28835524,http://www.wikidata.org/entity/Q148,Китай,Point(112.98333 34.5),,,,,,
http://www.wikidata.org/entity/Q28835560,Tieshan Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(116.03439 24.66281),,,,,,
http://www.wikidata.org/entity/Q28835604,Xianren Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(115.33685 24.46841),,,,,,
http://www.wikidata.org/entity/Q28835621,Q28835621,http://www.wikidata.org/entity/Q148,Китай,Point(107.66667 22.86694),,,,,,
http://www.wikidata.org/entity/Q28844308,Dehai Longgang,http://www.wikidata.org/entity/Q148,Китай,Point(99.330833333 35.891388888),,,,,,
http://www.wikidata.org/entity/Q28844532,Q28844532,http://www.wikidata.org/entity/Q148,Китай,Point(112.99972 38.19972),,,,,,
http://www.wikidata.org/entity/Q28853878,Ирен-Хабырга,http://www.wikidata.org/entity/Q148,Китай,Point(85.0 43.5),,,,,,
http://www.wikidata.org/entity/Q28853896,Guokui Shan,http://www.wikidata.org/entity/Q148,Китай,Point(129.866666666 45.466666666),,,,,,
http://www.wikidata.org/entity/Q28853916,Jiuwan Dashan,http://www.wikidata.org/entity/Q148,Китай,Point(108.6 25.3),,,,,,
http://www.wikidata.org/entity/Q28853921,Keping Shan,http://www.wikidata.org/entity/Q148,Китай,Point(78.505 40.103333333),,,,,,
http://www.wikidata.org/entity/Q28853923,Laobie Shan,http://www.wikidata.org/entity/Q148,Китай,Point(99.416666666 23.733333333),,,,,,
http://www.wikidata.org/entity/Q28853928,Liu Ling,http://www.wikidata.org/entity/Q148,Китай,Point(110.023611111 33.685555555),,,,,,
http://www.wikidata.org/entity/Q28853946,Renzhai Shan,http://www.wikidata.org/entity/Q148,Китай,Point(117.5902 24.30906),,,,,,
http://www.wikidata.org/entity/Q28853963,Suigen Ergang,http://www.wikidata.org/entity/Q148,Китай,Point(99.39695 35.79398),,,,,,
http://www.wikidata.org/entity/Q28857613,Q28857613,http://www.wikidata.org/entity/Q148,Китай,Point(101.2 39.566666666),,,,,,
http://www.wikidata.org/entity/Q28857648,Keketieke Shan,http://www.wikidata.org/entity/Q148,Китай,Point(83.031944444 42.610277777),,,,,,
http://www.wikidata.org/entity/Q28857713,Tiantangshao,http://www.wikidata.org/entity/Q148,Китай,Point(108.56667 28.16667),,,,,,
http://www.wikidata.org/entity/Q28857717,Q28857717,http://www.wikidata.org/entity/Q148,Китай,Point(115.37193 24.63315),,,,,,
http://www.wikidata.org/entity/Q2886246,Chapada das Mangabeiras,http://www.wikidata.org/entity/Q155,Бразилия,Point(-46.5 -10.0),,,787,,,
http://www.wikidata.org/entity/Q28868819,Tongluo Shan,http://www.wikidata.org/entity/Q148,Китай,Point(107.3025 30.63738),,,,,,
http://www.wikidata.org/entity/Q2886920,Баба,http://www.wikidata.org/entity/Q889,Афганистан,Point(67.62416667 34.64527778),http://www.wikidata.org/entity/Q20191405,Шахфулади,4951,200,,
http://www.wikidata.org/entity/Q28873411,Q28873411,http://www.wikidata.org/entity/Q1028,Марокко,Point(-4.302222222 34.4825),,,,,,
http://www.wikidata.org/entity/Q28874705,Cilician Mountains,http://www.wikidata.org/entity/Q43,Турция,Point(33.805278 36.6781),,,,,,
http://www.wikidata.org/entity/Q2888140,Q2888140,http://www.wikidata.org/entity/Q419,Перу,Point(-69.836967 -17.470824),http://www.wikidata.org/entity/Q1427739,Тутупака,5815,,http://www.wikidata.org/entity/Q47004161,Volcanic arc of Peru
http://www.wikidata.org/entity/Q2889979,Q2889979,http://www.wikidata.org/entity/Q29,Испания,Point(-16.41666667 28.41666667),http://www.wikidata.org/entity/Q2013047,Обсерватория Тейде,2350,25,,
http://www.wikidata.org/entity/Q28913813,Meng Shan,http://www.wikidata.org/entity/Q148,Китай,Point(117.627778 35.004167),,,,,,
http://www.wikidata.org/entity/Q28913813,Meng Shan,http://www.wikidata.org/entity/Q148,Китай,Point(117.926666666 35.540555555),,,,,,
http://www.wikidata.org/entity/Q28913823,Xieniang Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(115.42715 24.14296),,,,,,
http://www.wikidata.org/entity/Q2894310,Belezma Range,http://www.wikidata.org/entity/Q262,Алжир,Point(5.902405 35.676402),,,2178,80,,
http://www.wikidata.org/entity/Q28945943,Sulong Shan,http://www.wikidata.org/entity/Q148,Китай,Point(99.8 31.13333),,,,,,
http://www.wikidata.org/entity/Q28945945,Magongga,http://www.wikidata.org/entity/Q148,Китай,Point(99.5175 30.612222222),,,,,,
http://www.wikidata.org/entity/Q28946067,Qimu Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(115.37083 23.85167),,,,,,
http://www.wikidata.org/entity/Q28946068,Hongtu Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(115.937222222 23.769166666),,,,,,
http://www.wikidata.org/entity/Q28946069,Shengfeng Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(115.53694 23.43194),,,,,,
http://www.wikidata.org/entity/Q28946071,Pingtian Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(114.85778 23.14389),,,,,,
http://www.wikidata.org/entity/Q28946073,Shizi Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(115.72417 23.44361),,,,,,
http://www.wikidata.org/entity/Q28946074,Beishan Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(115.982222222 23.642777777),,,,,,
http://www.wikidata.org/entity/Q28946076,Emei Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(115.764722222 23.161666666),,,,,,
http://www.wikidata.org/entity/Q28946078,Donggua Zhang,http://www.wikidata.org/entity/Q148,Китай,Point(115.690555555 24.421388888),,,,,,
http://www.wikidata.org/entity/Q2895205,Ахмар (горы),http://www.wikidata.org/entity/Q115,Эфиопия,Point(41.21666667 9.38305556),http://www.wikidata.org/entity/Q1164645,Кундудо,2965,,,
http://www.wikidata.org/entity/Q2900927,Bibans,http://www.wikidata.org/entity/Q262,Алжир,Point(4.43333333 36.18333333),,,1862,,,
http://www.wikidata.org/entity/Q29015145,Cordillera Mountains,http://www.wikidata.org/entity/Q928,Филиппины,Point(120.878888888 16.263888888),,,1213,,,
http://www.wikidata.org/entity/Q29015148,Seaward Kaikōura Range,http://www.wikidata.org/entity/Q664,Новая Зеландия,Point(173.705 -42.166),http://www.wikidata.org/entity/Q6746799,Manakau,2608,,http://www.wikidata.org/entity/Q497188,Каикоура (хребты)
http://www.wikidata.org/entity/Q29015149,Inland Kaikōura Range,http://www.wikidata.org/entity/Q664,Новая Зеландия,Point(173.47016 -42.10829),,,1632,,,
http://www.wikidata.org/entity/Q29015149,Inland Kaikōura Range,http://www.wikidata.org/entity/Q664,Новая Зеландия,Point(173.66667 -42.0),,,1632,,,
http://www.wikidata.org/entity/Q29015149,Inland Kaikōura Range,http://www.wikidata.org/entity/Q664,Новая Зеландия,Point(173.47016 -42.10829),,,2334,,,
http://www.wikidata.org/entity/Q29015149,Inland Kaikōura Range,http://www.wikidata.org/entity/Q664,Новая Зеландия,Point(173.66667 -42.0),,,2334,,,
http://www.wikidata.org/entity/Q29025817,Tasmantid Seamount Chain,,,Point(156.0 -31.0),,,,,,
http://www.wikidata.org/entity/Q2904396,Раучуанский хребет,http://www.wikidata.org/entity/Q159,Россия,Point(167.6722778 68.42427778),,,,,,
http://www.wikidata.org/entity/Q29045255,Smokey Mountains,http://www.wikidata.org/entity/Q16,Канада,,,,,,,
http://www.wikidata.org/entity/Q2905425,Black Mountains,http://www.wikidata.org/entity/Q30,США,Point(-116.659 36.1488),http://www.wikidata.org/entity/Q49030788,Funeral Peak,6384,,,
http://www.wikidata.org/entity/Q29054369,Shan Ling,http://www.wikidata.org/entity/Q148,Китай,Point(117.4 27.6),,,,,,
http://www.wikidata.org/entity/Q29054370,Yamu Shan,http://www.wikidata.org/entity/Q148,Китай,Point(118.47425 24.87856),,,,,,
http://www.wikidata.org/entity/Q29054371,Jiugaozhai Shan,http://www.wikidata.org/entity/Q148,Китай,Point(117.962222222 24.317777777),,,,,,
http://www.wikidata.org/entity/Q29054373,Mangjie Shan,http://www.wikidata.org/entity/Q148,Китай,Point(117.974166666 24.298611111),,,,,,
http://www.wikidata.org/entity/Q29054374,Damenxie Shan,http://www.wikidata.org/entity/Q148,Китай,Point(117.784444444 24.289444444),,,,,,
http://www.wikidata.org/entity/Q29054375,Ermao Shan,http://www.wikidata.org/entity/Q148,Китай,Point(117.779444444 24.300555555),,,,,,
http://www.wikidata.org/entity/Q29054377,Tiandi Shan,http://www.wikidata.org/entity/Q148,Китай,Point(118.01175 24.30005),,,,,,
http://www.wikidata.org/entity/Q29054379,Q29054379,http://www.wikidata.org/entity/Q148,Китай,Point(117.93699 24.31213),,,,,,
http://www.wikidata.org/entity/Q29054380,Q29054380,http://www.wikidata.org/entity/Q148,Китай,Point(117.579166666 24.269444444),,,,,,
http://www.wikidata.org/entity/Q29080883,Tifarghast,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q29080937,Id Bou Hammou,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.766944444 29.339444444),,,,,,
http://www.wikidata.org/entity/Q29081315,Inoumar,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.521111111 29.578333333),,,,,,
http://www.wikidata.org/entity/Q29081335,Ait Ou Youfene,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.803888888 30.705555555),,,,,,
http://www.wikidata.org/entity/Q29081350,Iggui Ouferni,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.875277777 30.652222222),,,,,,
http://www.wikidata.org/entity/Q29081357,Agayou Ouroumi,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.87 30.633055555),,,,,,
http://www.wikidata.org/entity/Q29081365,Iggui -n- Takouyne,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.863055555 30.636666666),,,,,,
http://www.wikidata.org/entity/Q29081386,Amadl Azellay,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.813611111 30.686388888),,,,,,
http://www.wikidata.org/entity/Q29081393,Amadl Ounga,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.79 30.720277777),,,,,,
http://www.wikidata.org/entity/Q29081866,Koudiat Sidi Bennour (Sidi Bennour Province),http://www.wikidata.org/entity/Q1028,Марокко,Point(-8.811944444 32.044444444),,,,,,
http://www.wikidata.org/entity/Q29081879,Erregba,http://www.wikidata.org/entity/Q1028,Марокко,Point(-8.83 32.063611111),,,,,,
http://www.wikidata.org/entity/Q29081884,Guessat Khanboub,http://www.wikidata.org/entity/Q1028,Марокко,Point(-8.819166666 32.069444444),,,,,,
http://www.wikidata.org/entity/Q29082318,Ras Laqrae,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q29083573,Jbel Taoutamt,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q29083639,Ajyou,http://www.wikidata.org/entity/Q1028,Марокко,Point(-3.240833333 35.166666666),,,,,,
http://www.wikidata.org/entity/Q2908375,Bodie Mountains,http://www.wikidata.org/entity/Q30,США,Point(-118.87 38.2894),,,2269,,,
http://www.wikidata.org/entity/Q29083885,Imougui Itaskel,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.636111111 31.094444444),,,,,,
http://www.wikidata.org/entity/Q29084336,Adrar Imouderras,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.900277777 29.529444444),,,,,,
http://www.wikidata.org/entity/Q29084479,Adrar Amejjad,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.929166666 29.519444444),,,,,,
http://www.wikidata.org/entity/Q29084552,Adrar Igui -n-Tfous,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.958611111 29.528055555),,,,,,
http://www.wikidata.org/entity/Q29086178,Tigrijout,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q29086296,Drae Jaaydat,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.8075 31.915277777),,,,,,
http://www.wikidata.org/entity/Q29086596,Jbel Tichka,http://www.wikidata.org/entity/Q1028,Марокко,Point(-8.911944444 30.811666666),,,,,,
http://www.wikidata.org/entity/Q29086752,Igui Lbour,http://www.wikidata.org/entity/Q1028,Марокко,Point(-8.7 30.800833333),,,,,,
http://www.wikidata.org/entity/Q29087471,Koudiat Regbat El Caid,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.571666666 31.982222222),,,,,,
http://www.wikidata.org/entity/Q29088040,Ighir-n-Timsisit,http://www.wikidata.org/entity/Q1028,Марокко,Point(-8.065 30.654166666),,,,,,
http://www.wikidata.org/entity/Q29088242,Mi-n-Tamayous,http://www.wikidata.org/entity/Q1028,Марокко,Point(-8.465277777 30.910833333),,,,,,
http://www.wikidata.org/entity/Q29088358,Lalwah-n-Guinnous,http://www.wikidata.org/entity/Q1028,Марокко,Point(-8.329166666 30.879722222),,,,,,
http://www.wikidata.org/entity/Q29088808,Taganza Wawdardoukt,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q29089055,Aganza-n-Hougga Hammou,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.9025 30.554166666),,,,,,
http://www.wikidata.org/entity/Q29090045,Agni-n-Imziln,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.973333333 30.515833333),,,,,,
http://www.wikidata.org/entity/Q29091257,Agarskawn,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.5575 30.614444444),,,,,,
http://www.wikidata.org/entity/Q29091477,Adrar Idbougri,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.213611111 30.66),,,,,,
http://www.wikidata.org/entity/Q29091550,Adrar Bou Ayyouf,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.133333333 30.671388888),,,,,,
http://www.wikidata.org/entity/Q29091556,Ighrem-n-Tamzawrout,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.126944444 30.663611111),,,,,,
http://www.wikidata.org/entity/Q29091649,Adrar-n-Latf,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.116944444 30.520277777),,,,,,
http://www.wikidata.org/entity/Q29091663,Adrar-n-Ounkhir,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.031111111 30.542777777),,,,,,
http://www.wikidata.org/entity/Q29094179,Azrou Ou Aagroui,http://www.wikidata.org/entity/Q1028,Марокко,Point(-4.325 34.046944444),,,,,,
http://www.wikidata.org/entity/Q2909452,Bolkar Mountains,http://www.wikidata.org/entity/Q43,Турция,Point(34.36431 37.24805),http://www.wikidata.org/entity/Q30621465,Medetsiz Mountain,3524,80,,
http://www.wikidata.org/entity/Q29094619,Jbel Aheshas,http://www.wikidata.org/entity/Q1028,Марокко,Point(-4.101388888 34.060833333),,,,,,
http://www.wikidata.org/entity/Q29095100,Jbel Ain Ghoula,http://www.wikidata.org/entity/Q1028,Марокко,Point(-4.270277777 34.297222222),,,,,,
http://www.wikidata.org/entity/Q29095687,Agrad Ben Nacer,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.235 33.503611111),,,,,,
http://www.wikidata.org/entity/Q29095710,Ari Amalou Aouassar,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.1825 33.559722222),,,,,,
http://www.wikidata.org/entity/Q29095733,Koudiat Khiti Izza,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.174166666 33.521944444),,,,,,
http://www.wikidata.org/entity/Q29095785,Jbel Aketouane,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.151111111 33.578611111),,,,,,
http://www.wikidata.org/entity/Q29095789,Jbel Bou Ibaouene,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.131666666 33.568333333),,,,,,
http://www.wikidata.org/entity/Q29096001,Ras Marzouq,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q29096022,Hyouy Leni,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.04107 33.29366),,,,,,
http://www.wikidata.org/entity/Q29096209,Adrar Tiouaddague,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.855555555 29.565555555),,,,,,
http://www.wikidata.org/entity/Q29096213,Adrar-n-Tizi,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.855277777 29.546666666),,,,,,
http://www.wikidata.org/entity/Q29096221,Adrar Bounaamane,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.791944444 29.521944444),,,,,,
http://www.wikidata.org/entity/Q29096229,Adrar Bou Ounoual,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.776388888 29.498611111),,,,,,
http://www.wikidata.org/entity/Q29096247,Iferd-n-tssila,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.263888888 30.058888888),,,,,,
http://www.wikidata.org/entity/Q29096257,Tauorirt Imougane,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q29096302,Jbel Iggui Ntama,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.524166666 31.300555555),,,,,,
http://www.wikidata.org/entity/Q29096310,Jbel Amhach,http://www.wikidata.org/entity/Q1028,Марокко,Point(-9.515277777 31.28),,,,,,
http://www.wikidata.org/entity/Q29096858,Lahmimida,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.823055555 33.346111111),,,,,,
http://www.wikidata.org/entity/Q29096861,Lebbidiaa,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.795833333 33.354722222),,,,,,
http://www.wikidata.org/entity/Q29097100,Adrar-n-Ouglagal,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.104444444 31.330277777),,,,,,
http://www.wikidata.org/entity/Q29097146,Jbel Izzig,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.934722222 31.248888888),,,,,,
http://www.wikidata.org/entity/Q29097149,Q29097149,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.907777777 31.227222222),,,,,,
http://www.wikidata.org/entity/Q29097171,Adrar Tilamsin,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.846111111 31.236944444),,,,,,
http://www.wikidata.org/entity/Q29097174,Wawragh,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q29097219,Issaln,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.935555555 31.354444444),,,,,,
http://www.wikidata.org/entity/Q29097234,Jbel Azla,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.920277777 31.428055555),,,,,,
http://www.wikidata.org/entity/Q29097261,Jbel Tadoumalt,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.851666666 31.3625),,,,,,
http://www.wikidata.org/entity/Q29097375,Amalou-n-Ikis,http://www.wikidata.org/entity/Q1028,Марокко,Point(-6.776111111 31.293333333),,,,,,
http://www.wikidata.org/entity/Q29097714,Bou Thouna,http://www.wikidata.org/entity/Q1028,Марокко,Point(-5.554722222 31.2025),,,,,,
http://www.wikidata.org/entity/Q29097824,El Onsar Lyabes,http://www.wikidata.org/entity/Q1028,Марокко,Point(-5.723333333 35.452777777),,,,,,
http://www.wikidata.org/entity/Q29097834,Jbel Rchicha,http://www.wikidata.org/entity/Q1028,Марокко,Point(-5.669444444 35.422222222),,,,,,
http://www.wikidata.org/entity/Q29097840,Hajrat El Obbad,http://www.wikidata.org/entity/Q1028,Марокко,Point(-5.696666666 35.404444444),,,,,,
http://www.wikidata.org/entity/Q29097862,Jbel Derguella,http://www.wikidata.org/entity/Q1028,Марокко,Point(-5.399166666 35.205555555),,,,,,
http://www.wikidata.org/entity/Q29097869,Jbel Taghoullast,http://www.wikidata.org/entity/Q1028,Марокко,Point(-5.393888888 35.195555555),,,,,,
http://www.wikidata.org/entity/Q29098010,Jbel Lekhzana,http://www.wikidata.org/entity/Q1028,Марокко,Point(-5.223055555 35.025555555),,,,,,
http://www.wikidata.org/entity/Q29098266,Jbel Abouhar,http://www.wikidata.org/entity/Q1028,Марокко,Point(-5.243333333 35.3175),,,,,,
http://www.wikidata.org/entity/Q29098322,Dhar Bouata,http://www.wikidata.org/entity/Q1028,Марокко,Point(-5.194166666 35.257777777),,,,,,
http://www.wikidata.org/entity/Q29098454,Jbel Sitouira,http://www.wikidata.org/entity/Q1028,Марокко,Point(-5.560277777 35.723333333),,,,,,
http://www.wikidata.org/entity/Q29098482,Jbel Dour,http://www.wikidata.org/entity/Q1028,Марокко,Point(-5.592777777 35.811111111),,,,,,
http://www.wikidata.org/entity/Q29098597,Jbel Agoutiy,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q29098951,Jbel Lhalfa,http://www.wikidata.org/entity/Q1028,Марокко,Point(-2.270277777 34.7825),,,,,,
http://www.wikidata.org/entity/Q29098999,Jbel Chaabat Lkharrouba,http://www.wikidata.org/entity/Q1028,Марокко,Point(-2.259166666 34.767777777),,,,,,
http://www.wikidata.org/entity/Q29099188,Tamlakoucht,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q29099193,Zagoundar,http://www.wikidata.org/entity/Q1028,Марокко,,,,,,,
http://www.wikidata.org/entity/Q29099277,Afachtal,http://www.wikidata.org/entity/Q1028,Марокко,Point(-7.693055555 30.836666666),,,,,,
http://www.wikidata.org/entity/Q29099730,Dhar Jouaher,http://www.wikidata.org/entity/Q1028,Марокко,Point(-2.303333333 34.878611111),,,,,,
http://www.wikidata.org/entity/Q29099733,Azrou Guidine,http://www.wikidata.org/entity/Q1028,Марокко,Point(-2.364722222 34.875),,,,,,
http://www.wikidata.org/entity/Q29099908,Jbel Taqchacht,http://www.wikidata.org/entity/Q1028,Марокко,Point(-4.506944444 35.105555555),,,,,,
